VARIABLES = TIME,e11,e22,e33,e12,e13,e23,s11,s22,s33,s12,s13,s23
  0.24790D+01  0.95809D-01 -0.47695D-01 -0.47695D-01  0.27984D-17 -0.42331D-18  0.90104D-18  0.12534D+01  0.59870D-13  0.59840D-13  0.12220D-16 -0.18486D-17  0.39348D-17
  0.25290D+01  0.94191D-01 -0.46887D-01 -0.46887D-01 -0.74096D-17  0.86662D-19  0.20140D-17  0.12512D+01  0.14058D-13  0.14089D-13 -0.32858D-16  0.38430D-18  0.89310D-17
  0.25790D+01  0.84191D-01 -0.41889D-01 -0.41889D-01 -0.86462D-17  0.16292D-18  0.71121D-18  0.12372D+01  0.72114D-14  0.72625D-14 -0.42423D-16  0.79940D-18  0.34896D-17
  0.26290D+01  0.74191D-01 -0.36892D-01 -0.36892D-01 -0.33881D-17 -0.41021D-18  0.57962D-18  0.12217D+01  0.10171D-12  0.10167D-12 -0.18631D-16 -0.22557D-17  0.31873D-17
  0.26790D+01  0.64191D-01 -0.31895D-01 -0.31895D-01 -0.55769D-17  0.42684D-18 -0.30526D-17  0.12041D+01  0.22044D-12  0.22044D-12 -0.34943D-16  0.26744D-17 -0.19127D-16
  0.27290D+01  0.54191D-01 -0.26898D-01 -0.26898D-01 -0.23141D-17 -0.94516D-18  0.54084D-19  0.11838D+01  0.53453D-12  0.53453D-12 -0.16892D-16 -0.68992D-17  0.39479D-18
  0.27790D+01  0.44191D-01 -0.21902D-01 -0.21902D-01 -0.50824D-17  0.90800D-18 -0.91456D-19  0.11599D+01  0.15181D-11  0.15181D-11 -0.44595D-16  0.79671D-17 -0.80247D-18
  0.28290D+01  0.34191D-01 -0.16907D-01 -0.16907D-01 -0.87412D-18 -0.18296D-18  0.16602D-18  0.11304D+01  0.54633D-11  0.54634D-11 -0.96686D-17 -0.20237D-17  0.18363D-17
  0.28790D+01  0.24191D-01 -0.11914D-01 -0.11914D-01  0.11622D-17  0.24731D-18  0.95548D-18  0.10918D+01  0.29049D-10  0.29049D-10  0.17572D-16  0.37393D-17  0.14447D-16
  0.29290D+01  0.14191D-01 -0.69232D-02 -0.69232D-02 -0.38621D-18 -0.34565D-18 -0.33197D-18  0.10348D+01  0.32897D-09  0.32897D-09 -0.94637D-17 -0.84699D-17 -0.81347D-17
  0.29790D+01  0.41913D-02 -0.19692D-02 -0.19692D-02 -0.96565D-18 -0.62005D-18 -0.44721D-18  0.75857D+00  0.13719D-14  0.13185D-14 -0.59452D-16 -0.38174D-16 -0.27534D-16
  0.30290D+01  0.58087D-02 -0.27600D-02 -0.27600D-02 -0.22361D-18  0.31350D-19 -0.34738D-19  0.86636D+00  0.28016D-12  0.28015D-12 -0.11304D-16  0.15849D-17 -0.17562D-17
  0.30790D+01  0.15809D-01 -0.77300D-02 -0.77300D-02 -0.39982D-18 -0.10161D-18  0.19987D-18  0.10461D+01  0.29884D-07  0.29884D-07 -0.88843D-17 -0.22579D-17  0.44412D-17
  0.31290D+01  0.25809D-01 -0.12721D-01 -0.12721D-01  0.79961D-18  0.59290D-18 -0.46415D-18  0.10989D+01  0.49692D-08  0.49692D-08  0.11403D-16  0.84552D-17 -0.66191D-17
  0.31790D+01  0.35809D-01 -0.17715D-01 -0.17715D-01 -0.14467D-17 -0.47772D-18 -0.70135D-18  0.11357D+01  0.42922D-10  0.42922D-10 -0.15348D-16 -0.50680D-17 -0.74406D-17
  0.32290D+01  0.45809D-01 -0.22710D-01 -0.22710D-01 -0.51503D-18 -0.67086D-18  0.12807D-17  0.11641D+01  0.71581D-11  0.71581D-11 -0.43748D-17 -0.56985D-17  0.10879D-16
  0.32790D+01  0.55809D-01 -0.27706D-01 -0.27706D-01 -0.88435D-18 -0.50821D-18  0.15246D-18  0.11873D+01  0.18676D-11  0.18676D-11 -0.62863D-17 -0.36126D-17  0.10837D-17
  0.33290D+01  0.65809D-01 -0.32703D-01 -0.32703D-01 -0.43167D-17  0.80641D-18 -0.21074D-17  0.12071D+01  0.63831D-12  0.63835D-12 -0.26447D-16  0.49405D-17 -0.12912D-16
  0.33790D+01  0.75809D-01 -0.37700D-01 -0.37700D-01 -0.93495D-18 -0.10151D-18  0.11417D-17  0.12243D+01  0.26018D-12  0.26018D-12 -0.50422D-17 -0.54747D-18  0.61571D-17
  0.34290D+01  0.85809D-01 -0.42698D-01 -0.42698D-01  0.47096D-17  0.57589D-18  0.47841D-17  0.12396D+01  0.11917D-12  0.11917D-12  0.22715D-16  0.27776D-17  0.23074D-16
  0.34790D+01  0.95809D-01 -0.47695D-01 -0.47695D-01  0.37814D-17  0.25773D-18 -0.72529D-18  0.12534D+01  0.53212D-13  0.53212D-13  0.16513D-16  0.11255D-17 -0.31673D-17
  0.35290D+01  0.94191D-01 -0.46887D-01 -0.46887D-01 -0.15338D-17  0.14892D-18 -0.31694D-17  0.12512D+01  0.12035D-13  0.12051D-13 -0.68015D-17  0.66041D-18 -0.14055D-16
  0.35790D+01  0.84191D-01 -0.41889D-01 -0.41889D-01 -0.62001D-17  0.53509D-18  0.34256D-17  0.12372D+01  0.69124D-14  0.69294D-14 -0.30421D-16  0.26254D-17  0.16808D-16
  0.36290D+01  0.74191D-01 -0.36892D-01 -0.36892D-01 -0.62545D-17 -0.95119D-19 -0.26188D-17  0.12217D+01  0.99567D-13  0.99586D-13 -0.34393D-16 -0.52305D-18 -0.14400D-16
  0.36790D+01  0.64191D-01 -0.31895D-01 -0.31895D-01  0.52278D-17  0.28126D-18  0.18295D-17  0.12041D+01  0.21827D-12  0.21825D-12  0.32756D-16  0.17623D-17  0.11463D-16
  0.37290D+01  0.54191D-01 -0.26898D-01 -0.26898D-01  0.40994D-18 -0.24058D-18 -0.46993D-17  0.11838D+01  0.53229D-12  0.53229D-12  0.29924D-17 -0.17561D-17 -0.34303D-16
  0.37790D+01  0.44191D-01 -0.21902D-01 -0.21902D-01 -0.73487D-17  0.11482D-17  0.21379D-18  0.11599D+01  0.15157D-11  0.15158D-11 -0.64480D-16  0.10075D-16  0.18758D-17
  0.38290D+01  0.34191D-01 -0.16907D-01 -0.16907D-01  0.16947D-18  0.32988D-20 -0.33792D-19  0.11304D+01  0.54660D-11  0.54660D-11  0.18745D-17  0.36488D-19 -0.37377D-18
  0.38790D+01  0.24191D-01 -0.11914D-01 -0.11914D-01 -0.79284D-18 -0.84014D-18  0.96551D-18  0.10918D+01  0.29048D-10  0.29048D-10 -0.11988D-16 -0.12703D-16  0.14598D-16
  0.39290D+01  0.14191D-01 -0.69232D-02 -0.69232D-02 -0.11181D-18 -0.50819D-19  0.60986D-18  0.10348D+01  0.32897D-09  0.32897D-09 -0.27398D-17 -0.12453D-17  0.14944D-16
  0.39790D+01  0.41913D-02 -0.19692D-02 -0.19692D-02 -0.69799D-18  0.18288D-18  0.39988D-18  0.75857D+00  0.11232D-14  0.10698D-14 -0.42973D-16  0.11259D-16  0.24620D-16
  0.40290D+01 -0.58087D-02  0.27600D-02  0.27600D-02 -0.82839D-18 -0.14058D-18  0.10840D-18 -0.86636D+00 -0.59029D-12 -0.59030D-12 -0.41879D-16 -0.71071D-17  0.54799D-17
  0.40790D+01 -0.15809D-01  0.77300D-02  0.77300D-02 -0.22360D-18 -0.23038D-18  0.27443D-18 -0.10461D+01 -0.27457D-16 -0.27457D-16 -0.49685D-17 -0.51192D-17  0.60979D-17
  0.41290D+01 -0.25809D-01  0.12721D-01  0.12721D-01  0.54209D-18  0.27103D-18  0.13569D-19 -0.10989D+01 -0.49691D-08 -0.49691D-08  0.77307D-17  0.38652D-17  0.19351D-18
  0.41790D+01 -0.35809D-01  0.17715D-01  0.17715D-01 -0.13654D-17  0.48450D-18  0.14772D-17 -0.11357D+01 -0.42920D-10 -0.42920D-10 -0.14486D-16  0.51400D-17  0.15672D-16
  0.42290D+01 -0.45809D-01  0.22710D-01  0.22710D-01 -0.99948D-18  0.70799D-18 -0.10841D-17 -0.11641D+01 -0.71552D-11 -0.71552D-11 -0.84899D-17  0.60139D-17 -0.92085D-17
  0.42790D+01 -0.55809D-01  0.27706D-01  0.27706D-01  0.10402D-17 -0.29817D-18  0.31172D-18 -0.11873D+01 -0.18672D-11 -0.18672D-11  0.73938D-17 -0.21195D-17  0.22158D-17
  0.43290D+01 -0.65809D-01  0.32703D-01  0.32703D-01 -0.53296D-17 -0.17017D-19  0.29146D-18 -0.12071D+01 -0.63002D-12 -0.62999D-12 -0.32652D-16 -0.10426D-18  0.17856D-17
  0.43790D+01 -0.75809D-01  0.37700D-01  0.37700D-01 -0.23311D-17  0.17950D-18  0.54008D-17 -0.12243D+01 -0.25709D-12 -0.25709D-12 -0.12572D-16  0.96804D-18  0.29126D-16
  0.44290D+01 -0.85809D-01  0.42698D-01  0.42698D-01 -0.38931D-17 -0.49156D-18 -0.46008D-17 -0.12396D+01 -0.11602D-12 -0.11599D-12 -0.18777D-16 -0.23709D-17 -0.22190D-16
  0.44790D+01 -0.95809D-01  0.47695D-01  0.47695D-01 -0.46993D-17  0.80630D-18  0.58961D-18 -0.12534D+01 -0.60434D-13 -0.60404D-13 -0.20522D-16  0.35211D-17  0.25748D-17
  0.45290D+01 -0.94191D-01  0.46887D-01  0.46887D-01  0.76655D-17  0.15242D-18  0.19660D-17 -0.12512D+01 -0.25601D-13 -0.25617D-13  0.33993D-16  0.67591D-18  0.87183D-17
  0.45790D+01 -0.84191D-01  0.41889D-01  0.41889D-01 -0.16229D-17 -0.24056D-18 -0.65391D-18 -0.12372D+01 -0.83510D-14 -0.83510D-14 -0.79627D-17 -0.11803D-17 -0.32084D-17
  0.46290D+01 -0.74191D-01  0.36892D-01  0.36892D-01 -0.54786D-17  0.41007D-18  0.20667D-17 -0.12217D+01 -0.10269D-12 -0.10267D-12 -0.30126D-16  0.22550D-17  0.11364D-16
  0.46790D+01 -0.64191D-01  0.31895D-01  0.31895D-01 -0.61393D-17 -0.47444D-19  0.68441D-18 -0.12041D+01 -0.22136D-12 -0.22130D-12 -0.38467D-16 -0.29727D-18  0.42883D-17
  0.47290D+01 -0.54191D-01  0.26898D-01  0.26898D-01 -0.37911D-17  0.80295D-18 -0.27139D-17 -0.11838D+01 -0.53705D-12 -0.53702D-12 -0.27673D-16  0.58612D-17 -0.19810D-16
  0.47790D+01 -0.44191D-01  0.21902D-01  0.21902D-01 -0.12572D-17  0.11870D-18 -0.27455D-18 -0.11599D+01 -0.15152D-11 -0.15152D-11 -0.11031D-16  0.10415D-17 -0.24090D-17
